,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60,key
0,000938.SZ,20180102,36.6569,37.0063,35.9886,36.5911,36.4696,0.1214999999999975,0.3332,58873.37,424166.77,,,,,,,0
1,000938.SZ,20180103,36.5557,37.462,36.5456,36.662,36.5911,0.07090000000000174,0.1938,67147.91,488682.538,,,,,,,1
2,000938.SZ,20180104,36.7076,37.3455,36.0646,36.4443,36.662,-0.21770000000000067,-0.5938,65393.71,473738.714,,,,,,,2
3,000938.SZ,20180105,36.3076,36.6063,35.6038,35.8013,36.4443,-0.6430000000000007,-1.7643,63502.02,451170.461,,,,,,,3
4,000938.SZ,20180108,35.8722,36.2013,34.8697,35.3355,35.8013,-0.46579999999999444,-1.3011,57330.07,398554.116,36.1668,62449.416,,,,,4
5,000938.SZ,20180109,35.3456,35.6646,35.0266,35.5988,35.3355,0.2632999999999939,0.7451,46283.87,323460.331,35.9684,59931.516,,,,,5
6,000938.SZ,20180110,35.4671,35.9329,34.9355,35.4418,35.5988,-0.15699999999999648,-0.441,44498.92,311341.02,35.7243,55401.718,,,,,6
7,000938.SZ,20180111,35.4165,36.9101,35.0975,36.5557,35.4418,1.113900000000001,3.1429,81582.76,585658.917,35.7466,58639.528,,,,,7
8,000938.SZ,20180112,36.3532,36.9557,35.8317,35.862,36.5557,-0.6936999999999998,-1.8977,52533.33,376110.666,35.7588,56445.79,,,,,8
9,000938.SZ,20180115,35.8063,35.8063,33.1128,33.3001,35.862,-2.5619000000000014,-7.1438,90899.28,612445.589,35.3517,63159.632,,,,,9
10,000938.SZ,20180116,33.209,33.7102,32.814,33.133,33.3001,-0.1670999999999978,-0.5018,50989.53,334176.187,34.8585,64100.764,,,,,10
11,000938.SZ,20180117,33.1128,33.2596,31.8774,33.0014,33.133,-0.13160000000000593,-0.3972,54369.79,349145.734,34.3704,66074.938,,,,,11
12,000938.SZ,20180118,32.9862,33.2039,32.6065,33.0014,33.0014,0.0,0.0,24807.61,161428.752,33.6596,54719.908,,,,,12
13,000938.SZ,20180119,32.5558,33.5431,32.5558,33.1735,33.0014,0.17210000000000036,0.5215,32642.94,214243.428,33.1219,50741.83,,,,,13
14,000938.SZ,20180122,33.2748,33.8621,32.728,33.4672,33.1735,0.2937000000000012,0.8853,36180.49,238444.437,33.1553,39798.072,,,,,14
15,000938.SZ,20180123,33.6697,33.7203,33.2191,33.2697,33.4672,-0.197499999999998,-0.5901,23625.89,155690.732,33.1826,34325.344,,,,,15
16,000938.SZ,20180124,33.3052,34.5304,32.5609,34.0089,33.2697,0.7391999999999967,2.2218,54007.11,358334.855,33.3841,34252.808,,,,,16
17,000938.SZ,20180125,33.9684,34.2418,33.3406,33.376,34.0089,-0.6328999999999994,-1.861,32043.14,213601.696,33.4591,35699.914,,,,,17
18,000938.SZ,20180126,33.6089,34.1254,33.29,33.29,33.376,-0.08599999999999852,-0.2577,32143.99,213808.584,33.4824,35600.124,,,,,18
19,000938.SZ,20180129,32.9102,33.0014,31.6951,31.9786,33.29,-1.311399999999999,-3.9393,54033.07,343931.24,33.1846,39170.64,34.4646,51144.44,,,19
20,000938.SZ,20180130,31.9938,32.1255,31.7407,31.9786,31.9786,0.0,0.0,16319.87,103093.759,32.9264,37709.436,34.234,49016.765,,,20
21,000938.SZ,20180131,31.8926,32.1001,30.5559,30.6622,31.9786,-1.3164000000000016,-4.1165,40058.79,245125.97,32.2571,34919.772,33.934,47662.309,,,21
22,000938.SZ,20180201,30.6673,31.0825,29.9736,30.1559,30.6622,-0.5062999999999995,-1.6512,34256.51,206374.365,31.6131,35362.446,33.6196,46105.449,,,22
23,000938.SZ,20180202,30.0243,30.809,29.4572,30.3837,30.1559,0.227800000000002,0.7554,22880.14,137151.65,31.0318,33509.676,33.3487,44074.355,,,23
24,000938.SZ,20180205,29.8471,30.4597,29.518,29.8876,30.3837,-0.496100000000002,-1.6328,21007.24,124663.697,30.6136,26904.51,33.0763,42258.2135,,,24
25,000938.SZ,20180206,28.8597,29.2749,27.2902,27.3408,29.8876,-2.5467999999999975,-8.5213,51774.69,290412.337,29.686,33995.474,32.6634,42532.7545,,,25
26,000938.SZ,20180207,28.1357,28.4446,27.0016,28.0446,27.3408,0.7037999999999975,2.5742,43298.25,239650.629,29.1625,34643.366,32.2935,42472.721,,,26
27,000938.SZ,20180208,28.0699,29.1129,28.0699,28.637,28.0446,0.5924000000000014,2.1123,29789.3,169063.999,28.8587,33749.924,31.8976,39883.048,,,27
28,000938.SZ,20180209,27.9484,28.6066,27.3459,28.0648,28.637,-0.5721999999999987,-1.9981,32742.19,180782.576,28.395,35722.334,31.5077,38893.491,,,28
29,000938.SZ,20180212,28.3534,29.442,28.3534,29.1635,28.0648,1.0986999999999973,3.9149,29139.84,166802.377,28.2501,37348.854,31.3009,35805.519,,,29
30,000938.SZ,20180213,29.199,29.6698,28.961,29.037,29.1635,-0.12650000000000006,-0.4338,25102.28,145011.895,28.5894,32014.372,31.0961,34511.1565,,,30
31,000938.SZ,20180214,29.0319,29.2395,28.5914,28.7939,29.037,-0.24309999999999832,-0.8372,21493.08,122037.336,28.7392,27653.338,30.8857,32867.321,,,31
32,000938.SZ,20180222,29.3458,30.4799,29.042,30.0648,28.7939,1.270900000000001,4.4138,31300.98,185220.68,29.0248,27955.674,30.7389,33191.9895,,,32
33,000938.SZ,20180223,30.3027,30.3331,29.7255,30.1103,30.0648,0.04549999999999699,0.1513,29920.83,177415.881,29.4339,27391.402,30.5858,33055.884,,,33
34,000938.SZ,20180226,30.2926,31.2192,29.9281,30.7888,30.1103,0.6784999999999997,2.2534,42980.56,260745.283,29.759,30159.546,30.4518,33395.8875,,,34
35,000938.SZ,20180227,30.8344,31.5078,30.6825,30.7939,30.7888,0.005100000000002325,0.0166,37302.11,228813.357,30.1103,32599.512,30.328,34079.6985,,,35
36,000938.SZ,20180228,30.3787,31.2141,30.1762,30.6318,30.7939,-0.16210000000000235,-0.5264,27701.21,168388.715,30.4779,33841.138,30.1592,32764.4035,,,36
37,000938.SZ,20180301,30.5306,33.695,30.485,33.695,30.6318,3.063200000000002,10.0001,150414.49,979042.812,31.204,57663.84,30.1751,38682.971,,,37
38,000938.SZ,20180302,34.1254,34.3634,33.2697,33.9634,33.695,0.26839999999999975,0.7966,116845.25,781359.42,31.9746,75048.724,30.2088,42918.034,,,38
39,000938.SZ,20180305,33.9583,35.0773,33.7457,34.9355,33.9634,0.9720999999999975,2.8622,107997.64,732352.495,32.8039,88052.14,30.3567,45616.2625,,,39
40,000938.SZ,20180306,34.6317,34.8545,33.8469,34.1912,34.9355,-0.7442999999999955,-2.1305,73961.58,500647.361,33.4834,95384.034,30.4673,48498.348,,,40
41,000938.SZ,20180307,33.9634,34.4849,33.5229,33.7608,34.1912,-0.4303999999999988,-1.2588,49846.21,334502.595,34.1092,99813.034,30.6222,48987.719,,,41
42,000938.SZ,20180308,33.6849,34.1558,33.4824,33.857,33.7608,0.09619999999999607,0.2849,38504.96,257262.343,34.1416,77431.128,30.8073,49200.1415,,,42
43,000938.SZ,20180309,33.771,34.9811,33.6697,34.4849,33.857,0.6279000000000039,1.8546,65684.45,447061.7,34.2459,67198.968,31.0123,51340.357,,,43
44,000938.SZ,20180312,34.9456,36.1506,34.7481,34.8849,34.4849,0.3999999999999986,1.1599,89333.15,625027.98,34.2358,63466.07,31.2622,54756.6525,,,44
45,000938.SZ,20180313,34.5304,36.1911,34.4494,35.2393,34.8849,0.35439999999999827,1.0159,84973.0,596961.651,34.4454,65668.354,31.6571,56416.568,,,45
46,000938.SZ,20180314,34.9608,35.9481,34.176,34.2115,35.2393,-1.0277999999999992,-2.9166,60657.42,420135.9,34.5355,67830.596,31.9655,57284.5265,,,46
47,000938.SZ,20180315,34.1001,34.6216,33.6697,34.6064,34.2115,0.3948999999999998,1.1543,46077.04,311155.38,34.6854,69345.012,32.2639,58098.9135,,,47
48,000938.SZ,20180316,34.5304,34.9,33.8267,33.857,34.6064,-0.7494000000000014,-2.1655,36973.69,250832.759,34.5598,63602.86,32.5535,58310.4885,,,48
49,000938.SZ,20180319,33.5684,35.1836,33.5684,34.5406,33.857,0.6835999999999984,2.0191,56577.78,386916.171,34.491,57051.786,32.8224,59682.3855,,,49
50,000938.SZ,20180320,34.4292,34.5811,33.8874,34.4444,34.5406,-0.09619999999999607,-0.2785,34497.72,233261.417,34.332,46956.73,33.0928,60152.1575,,,50
51,000938.SZ,20180321,34.6874,35.6393,34.1254,34.3583,34.4444,-0.08610000000000184,-0.25,55985.95,387848.175,34.3613,46022.436,33.371,61876.801,,,51
52,000938.SZ,20180322,34.2216,35.1836,33.8368,33.9026,34.3583,-0.4557000000000002,-1.3263,49683.31,338457.196,34.2206,46743.69,33.5629,62795.9175,,,52
53,000938.SZ,20180323,32.3786,32.728,30.5407,30.9052,33.9026,-2.997399999999999,-8.8412,94814.42,594216.072,33.6302,58311.836,33.6026,66040.597,,,53
54,000938.SZ,20180326,30.3787,32.3533,30.3787,32.2622,30.9052,1.3569999999999993,4.3908,59520.2,372188.689,33.1745,58900.32,33.6763,66867.579,,,54
55,000938.SZ,20180327,32.7634,34.2672,32.4951,34.0292,32.2622,1.767000000000003,5.477,74635.99,493873.455,33.0915,66927.974,33.8381,68734.273,,,55
56,000938.SZ,20180328,33.4165,35.0367,33.3204,34.419,34.0292,0.38979999999999393,1.1455,63434.75,428440.451,33.1036,68417.734,34.0274,70520.95,,,56
57,000938.SZ,20180329,34.3279,35.4064,33.8925,34.7735,34.419,0.3545000000000016,1.03,68599.62,470481.177,33.2778,72200.996,34.0813,66430.2065,,,57
58,000938.SZ,20180330,35.1178,37.6696,35.0621,36.8848,34.7735,2.1113,6.0716,139881.94,1010484.262,34.4737,81214.5,34.2274,67582.041,,,58
59,000938.SZ,20180402,37.6189,40.5758,37.5936,40.5758,36.8848,3.6910000000000025,10.0068,182016.61,1415931.004,36.1365,105713.782,34.5094,71282.9895,33.1102,56014.564,59
60,000938.SZ,20180403,40.4138,41.3859,39.1986,40.9049,40.5758,0.32909999999999684,0.8111,176897.23,1410257.723,37.5116,126166.03,34.8451,76429.772,33.1821,57981.6283,60
