,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60
21,000001.SZ,20170208,8.9146,8.9242,8.8667,8.9242,8.9242,0.0,0.0,360272.42,333975.401,8.9242,402025.664,8.8359,415475.219,,
22,000001.SZ,20170209,8.9242,8.953,8.905,8.9338,8.9242,0.009599999999998943,0.1076,342855.13,319201.023,8.9204,386454.174,8.8427,415399.33,,
23,000001.SZ,20170210,8.9434,8.9818,8.9338,8.953,8.9338,0.019199999999999662,0.2149,482743.23,450701.345,8.9338,419908.372,8.8523,421628.7815,,
24,000001.SZ,20170213,8.9626,9.0586,8.953,9.0298,8.953,0.07680000000000042,0.8578,638364.75,599951.024,8.953,444224.1,8.8647,435492.9405,,
25,000001.SZ,20170214,9.0298,9.0394,8.9914,9.0202,9.0298,-0.009599999999998943,-0.1063,362404.6,340318.431,8.9722,437328.026,8.8767,441560.473,,
26,000001.SZ,20170215,9.0202,9.1545,9.0106,9.0682,9.0202,0.047999999999998266,0.5321,756613.06,716759.655,9.001,516596.154,8.8916,464219.5815,,
27,000001.SZ,20170216,9.0682,9.1162,9.0394,9.0778,9.0682,0.009600000000000719,0.1059,411161.13,388636.225,9.0298,530257.354,8.9065,463377.2995,,
28,000001.SZ,20170217,9.0778,9.1066,8.9914,9.0106,9.0778,-0.0671999999999997,-0.7403,423774.97,400161.795,9.0413,518463.702,8.9175,462850.9795,,
29,000001.SZ,20170220,9.0202,9.1929,9.0202,9.1737,9.0106,0.16310000000000002,1.8101,898755.39,855710.805,9.0701,570541.83,8.9377,473630.456,,
30,000001.SZ,20170221,9.1641,9.2313,9.1545,9.1833,9.1737,0.009599999999998943,0.1046,646584.21,618761.069,9.1027,627377.752,8.9578,478682.048,,
31,000001.SZ,20170222,9.1833,9.1833,9.1162,9.1833,9.1833,0.0,0.0,462966.11,441528.339,9.1257,568648.362,8.977,473116.884,,
32,000001.SZ,20170223,9.1641,9.1833,9.097,9.1257,9.1833,-0.057599999999998985,-0.6272,335327.81,319293.836,9.1353,553481.698,8.9928,467997.6315,,
33,000001.SZ,20170224,9.1162,9.1545,9.097,9.1162,9.1257,-0.009500000000000952,-0.1041,332500.14,316020.789,9.1564,535226.732,9.0063,464956.21,,
34,000001.SZ,20170227,9.1162,9.1162,9.0394,9.049,9.1162,-0.0671999999999997,-0.7371,407341.12,384781.015,9.1315,436943.878,9.0163,464308.3005,,
35,000001.SZ,20170228,9.049,9.1257,9.0394,9.097,9.049,0.04800000000000004,0.5304,369719.7,350366.892,9.1142,381570.976,9.0264,459282.0815,,
36,000001.SZ,20170301,9.1066,9.1641,9.0874,9.1066,9.097,0.009600000000000719,0.1055,346993.73,330157.963,9.0989,358376.5,9.0375,461411.67,,
37,000001.SZ,20170302,9.1257,9.1545,9.0394,9.049,9.1066,-0.05760000000000076,-0.6325,403628.7,382395.883,9.0836,372036.678,9.0423,460557.476,,
38,000001.SZ,20170303,9.0298,9.049,8.9818,9.0202,9.049,-0.028799999999998604,-0.3183,342655.08,321952.549,9.0644,374067.666,9.049,461916.618,,
39,000001.SZ,20170306,9.0202,9.0778,9.0106,9.0682,9.0202,0.047999999999998266,0.5321,404511.38,381212.304,9.0682,373501.718,9.0557,456302.8815,,
40,000001.SZ,20170307,9.0586,9.0778,9.0202,9.0682,9.0682,0.0,0.0,294672.82,277747.415,9.0624,358492.342,9.0629,451192.274,,
41,000001.SZ,20170308,9.049,9.0682,9.0202,9.0394,9.0682,-0.028799999999998604,-0.3176,244438.39,230425.15,9.049,337981.274,9.0687,445400.5725,,
42,000001.SZ,20170309,9.0298,9.049,8.9818,9.001,9.0394,-0.0384000000000011,-0.4248,378169.92,354813.687,9.0394,332889.518,9.072,447166.312,,
43,000001.SZ,20170310,9.001,9.0298,8.9818,9.0202,9.001,0.019200000000001438,0.2133,390182.25,366140.052,9.0394,342394.952,9.0754,442538.263,,
44,000001.SZ,20170313,9.0106,9.0682,8.9914,9.0586,9.0202,0.038399999999999324,0.4257,545304.44,513148.481,9.0375,370553.564,9.0768,437885.2475,,
45,000001.SZ,20170314,9.049,9.0778,9.0298,9.0586,9.0586,0.0,0.0,404484.35,381594.066,9.0356,392515.87,9.0787,439989.235,,
46,000001.SZ,20170315,9.0394,9.097,9.0394,9.097,9.0586,0.038399999999999324,0.4239,546560.86,515943.748,9.0471,452940.364,9.0802,429486.625,,
47,000001.SZ,20170316,9.097,9.1449,9.0682,9.1353,9.097,0.03830000000000133,0.421,635953.81,603450.064,9.0739,504497.142,9.0831,440726.259,,
48,000001.SZ,20170317,9.0682,9.0778,8.9242,8.9338,9.1353,-0.20150000000000112,-2.2057,1583647.08,1482736.995,9.0567,743190.108,9.0792,498719.8645,,
49,000001.SZ,20170320,8.9146,8.9338,8.8475,8.8763,8.9338,-0.05749999999999922,-0.6436,715021.77,661887.015,9.0202,777133.574,9.0643,489533.1835,,
50,000001.SZ,20170321,8.8763,8.8858,8.8283,8.8667,8.8763,-0.009600000000000719,-0.1082,554648.74,511914.333,8.9818,807166.452,9.0485,484936.41,,
51,000001.SZ,20170322,8.8283,8.8475,8.7707,8.7899,8.8667,-0.07680000000000042,-0.8662,566123.63,519331.026,8.9204,811079.006,9.0288,490094.286,,
52,000001.SZ,20170323,8.7899,8.8667,8.7803,8.8283,8.7899,0.0384000000000011,0.4369,433588.29,398986.562,8.859,770605.902,9.014,495007.31,,
53,000001.SZ,20170324,8.8283,8.8667,8.7899,8.8187,8.8283,-0.009600000000000719,-0.1087,710827.87,653533.829,8.836,596042.06,8.9991,513923.6965,,
54,000001.SZ,20170327,8.7515,8.8187,8.7131,8.7707,8.8187,-0.04800000000000004,-0.5443,985012.05,900094.46,8.8149,650040.116,8.9852,542807.243,,
55,000001.SZ,20170328,8.7899,8.7995,8.7323,8.7515,8.7707,-0.019199999999999662,-0.2189,481372.76,439405.816,8.7918,635384.92,8.9679,548389.896,,
56,000001.SZ,20170329,8.7611,8.7803,8.7227,8.7419,8.7515,-0.009600000000000719,-0.1097,601140.68,548060.692,8.7822,642388.33,8.9497,561097.2435,,
57,000001.SZ,20170330,8.7515,8.7515,8.6939,8.7131,8.7419,-0.028799999999998604,-0.3294,687285.55,623995.512,8.7592,693127.782,8.9329,575280.086,,
58,000001.SZ,20170331,8.7131,8.8091,8.7131,8.7995,8.7131,0.08639999999999937,0.9916,633121.22,578579.035,8.7553,677586.452,8.9218,589803.393,,
59,000001.SZ,20170405,8.7899,8.8475,8.7803,8.8379,8.7995,0.038399999999999324,0.4364,499150.09,458567.834,8.7688,580414.06,8.9103,594535.3285,8.9295,491304.6868
60,000001.SZ,20170406,8.8283,8.8475,8.7995,8.8283,8.8379,-0.009599999999998943,-0.1086,434391.47,399118.983,8.7841,571017.802,8.8983,601521.261,8.9302,490880.5365
61,000001.SZ,20170407,8.8187,8.8475,8.7995,8.8283,8.8283,0.0,0.0,514844.76,473366.404,8.8014,553758.618,8.8878,615041.5795,8.9308,491972.457
62,000001.SZ,20170410,8.8283,8.8379,8.7995,8.8091,8.8283,-0.019199999999999662,-0.2175,401343.94,368682.024,8.8206,496570.296,8.8782,616200.2805,8.931,492921.9742
63,000001.SZ,20170411,8.7995,8.8187,8.7227,8.7803,8.8091,-0.02880000000000038,-0.3269,612437.96,560304.072,8.8168,492433.644,8.8662,627313.066,8.9313,497160.0368
64,000001.SZ,20170412,8.7899,8.7995,8.7323,8.7515,8.7803,-0.02880000000000038,-0.328,455336.53,416101.249,8.7995,483670.932,8.8508,622814.6705,8.9308,498730.9528
65,000001.SZ,20170413,8.7419,8.7707,8.7323,8.7515,8.7515,0.0,0.0,357442.55,325949.861,8.7841,468281.148,8.8355,620462.5805,8.9303,500670.7628
66,000001.SZ,20170414,8.7419,8.7515,8.6939,8.7131,8.7515,-0.038399999999999324,-0.4388,490500.5,445637.458,8.7611,463412.296,8.8163,617659.5625,8.9294,503788.5897
67,000001.SZ,20170417,8.7131,8.7419,8.6843,8.7323,8.7131,0.019199999999999662,0.2204,531892.18,483130.499,8.7457,489521.944,8.7961,612456.481,8.9286,505520.0132
68,000001.SZ,20170418,8.7227,8.7323,8.6843,8.6843,8.7323,-0.04800000000000004,-0.5497,335376.96,304162.86,8.7265,434109.744,8.7837,550042.975,8.9268,503871.273
69,000001.SZ,20170419,8.6651,8.6747,8.5404,8.55,8.6843,-0.13429999999999964,-1.5465,799668.57,714963.673,8.6862,502976.152,8.7673,554275.315,8.9231,505812.9848
70,000001.SZ,20170420,8.5404,8.5788,8.5308,8.5596,8.55,0.009599999999998943,0.1123,437629.99,390063.543,8.6479,519013.64,8.752,548424.3775,8.9194,504014.2785
71,000001.SZ,20170421,8.5596,8.6268,8.5404,8.6076,8.5596,0.04800000000000004,0.5608,325408.17,291126.076,8.6268,485995.174,8.7429,536388.6045,8.9162,499866.5915
72,000001.SZ,20170424,8.6076,8.6172,8.5308,8.5692,8.6076,-0.038399999999999324,-0.4461,394995.27,352926.394,8.5941,458615.792,8.7299,534458.9535,8.9122,499154.6317
73,000001.SZ,20170425,8.5692,8.6459,8.5692,8.6364,8.5692,0.0671999999999997,0.7842,377933.34,339230.143,8.5846,467127.068,8.7208,517814.227,8.9087,498898.0445
74,000001.SZ,20170426,8.6364,8.6459,8.598,8.6268,8.6364,-0.009600000000000719,-0.1112,382147.06,343316.092,8.5999,383622.766,8.7136,487670.9775,8.905,498262.1737
75,000001.SZ,20170427,8.6076,8.6172,8.55,8.6076,8.6268,-0.019199999999999662,-0.2226,387392.56,346186.989,8.6095,373575.28,8.7064,482971.9675,8.9002,496881.315
76,000001.SZ,20170428,8.598,8.6268,8.5596,8.6268,8.6076,0.019199999999999662,0.2231,286446.36,256106.698,8.6134,365782.918,8.7007,467237.2515,8.8959,496582.055
77,000001.SZ,20170502,8.598,8.598,8.5404,8.5788,8.6268,-0.04800000000000004,-0.5564,311026.1,277665.881,8.6153,348989.084,8.6939,448424.279,8.8897,494753.947
