,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60
78,000001.SZ,20170503,8.5596,8.5692,8.5308,8.55,8.5788,-0.028799999999998604,-0.3357,280310.77,249660.877,8.598,329464.57,8.6815,430783.7565,8.8841,494167.9225
79,000001.SZ,20170504,8.5308,8.5308,8.3677,8.3869,8.55,-0.16310000000000002,-1.9076,696517.07,613783.434,8.55,392338.572,8.6589,440652.1055,8.875,497163.4385
80,000001.SZ,20170505,8.3869,8.4061,8.2333,8.2813,8.3869,-0.1056000000000008,-1.2591,623700.85,539541.739,8.4848,439600.23,8.6316,450117.5745,8.8643,500943.7032
81,000001.SZ,20170508,8.2525,8.2717,8.1949,8.2237,8.2813,-0.05760000000000076,-0.6955,460089.89,394424.117,8.4041,474328.936,8.6013,447379.831,8.8526,502607.3277
82,000001.SZ,20170509,8.2141,8.2909,8.2045,8.2909,8.2237,0.06720000000000148,0.8172,324194.46,279119.676,8.3466,476962.608,8.5754,443522.357,8.8419,502296.3165
83,000001.SZ,20170510,8.2813,8.4444,8.2717,8.3197,8.2909,0.028799999999998604,0.3474,573077.68,498675.307,8.3005,535515.99,8.5524,441554.343,8.8313,503801.8907
84,000001.SZ,20170511,8.3005,8.3677,8.2525,8.3485,8.3197,0.02880000000000038,0.3462,503643.55,436444.282,8.2928,496941.286,8.5323,443969.694,8.82,501556.5373
85,000001.SZ,20170512,8.3293,8.5404,8.2909,8.5404,8.3485,0.1919000000000004,2.2986,917968.19,809131.9,8.3446,555794.754,8.5217,471995.976,8.812,510815.9305
86,000001.SZ,20170515,8.5308,8.5884,8.454,8.502,8.5404,-0.038399999999999324,-0.4496,536578.21,476417.671,8.4003,571092.418,8.5111,474299.8615,8.8025,507148.683
87,000001.SZ,20170516,8.4828,8.4924,8.3773,8.4828,8.502,-0.019200000000001438,-0.2258,524872.33,461069.3,8.4387,611227.992,8.4987,473948.869,8.7926,509043.8697
88,000001.SZ,20170517,8.454,8.454,8.3965,8.4156,8.4828,-0.0671999999999997,-0.7922,417338.02,365987.542,8.4579,580080.06,8.4852,478046.922,8.7827,508936.5872
89,000001.SZ,20170518,8.3677,8.4156,8.3581,8.3773,8.4156,-0.03829999999999956,-0.4551,227401.12,198765.579,8.4636,524831.574,8.4766,449433.5495,8.7694,497747.3493
90,000001.SZ,20170519,8.3869,8.4061,8.3293,8.3389,8.3773,-0.038399999999999324,-0.4584,294270.84,256396.867,8.4233,400092.104,8.4656,442265.592,8.7554,491875.4598
91,000001.SZ,20170522,8.3293,8.3773,8.2621,8.3293,8.3389,-0.009600000000000719,-0.1151,679120.05,588546.725,8.3888,428600.472,8.4516,459951.186,8.7411,495478.0255
92,000001.SZ,20170523,8.3197,8.4828,8.2909,8.4348,8.3293,0.10549999999999926,1.2666,800040.19,702123.772,8.3792,483634.044,8.4449,480203.432,8.7296,503223.2318
93,000001.SZ,20170524,8.4252,8.4732,8.3293,8.454,8.4348,0.019200000000001438,0.2276,532376.69,466560.635,8.3869,506641.778,8.4358,487925.5995,8.7186,506554.5077
94,000001.SZ,20170525,8.4348,8.7707,8.4252,8.7323,8.454,0.27829999999999977,3.2919,1621543.74,1462763.018,8.4579,785470.302,8.4411,549895.4335,8.7133,526791.218
95,000001.SZ,20170526,8.7131,8.7611,8.6747,8.7323,8.7323,0.0,0.0,895365.76,813387.17,8.5365,905689.286,8.4473,575294.0935,8.7072,535551.9857
96,000001.SZ,20170531,8.7323,8.8571,8.6939,8.8283,8.7323,0.09600000000000009,1.0994,1033210.95,948741.889,8.6363,976507.466,8.4574,612632.323,8.7026,546988.9393
97,000001.SZ,20170601,8.8283,8.8571,8.7515,8.8187,8.8283,-0.009600000000000719,-0.1087,566182.76,519544.675,8.7131,929735.98,8.4694,625390.156,8.6987,549698.1737
98,000001.SZ,20170602,8.8091,8.9146,8.7707,8.7995,8.8187,-0.019199999999999662,-0.2177,770757.06,710119.498,8.7822,977412.054,8.4819,649912.4705,8.6951,556833.2067
99,000001.SZ,20170605,8.7611,8.7995,8.6268,8.6651,8.7995,-0.1343999999999994,-1.5274,634132.69,573460.396,8.7688,779929.844,8.4958,646793.2515,8.6883,560660.2285
100,000001.SZ,20170606,8.6459,8.6939,8.6268,8.6747,8.6651,0.009599999999998943,0.1108,355341.53,320520.904,8.7573,671924.998,8.5154,633375.2855,8.6818,561671.3737
101,000001.SZ,20170607,8.6555,8.7803,8.6459,8.7611,8.6747,0.08640000000000114,0.996,645723.25,587357.671,8.7438,594427.458,8.5423,642656.9535,8.6771,568359.4547
102,000001.SZ,20170608,8.7419,8.7803,8.7131,8.7611,8.7611,0.0,0.0,383004.48,348860.774,8.7323,557791.802,8.5658,645597.4545,8.6731,568440.0307
103,000001.SZ,20170609,8.7803,8.8475,8.7515,8.7803,8.7611,0.019199999999999662,0.2192,685468.08,628281.688,8.7285,540734.006,8.5889,651216.9745,8.6691,573361.4612
104,000001.SZ,20170612,8.7803,8.8187,8.7323,8.7419,8.7803,-0.0384000000000011,-0.4373,504578.16,461493.689,8.7438,514823.1,8.6085,651263.705,8.6639,572682.6898
105,000001.SZ,20170613,8.7419,8.7707,8.6843,8.7515,8.7419,0.009600000000000719,0.1098,448434.97,407876.695,8.7592,533441.788,8.6191,627787.044,8.6588,573415.2002
106,000001.SZ,20170614,8.7515,8.7611,8.6747,8.7131,8.7515,-0.038399999999999324,-0.4388,375444.31,340596.135,8.7496,479386.0,8.6296,619730.349,8.6524,570563.2577
107,000001.SZ,20170615,8.7131,8.7131,8.6651,8.6747,8.7131,-0.0384000000000011,-0.4407,337797.89,305610.5,8.7323,470344.682,8.6392,610376.627,8.6447,565593.9923
108,000001.SZ,20170616,8.6747,8.7131,8.6459,8.6555,8.6747,-0.019199999999999662,-0.2213,285991.04,258559.005,8.7073,390449.274,8.6512,603809.278,8.64,543966.3917
109,000001.SZ,20170619,8.6651,8.7803,8.6555,8.7611,8.6555,0.1056000000000008,1.22,489704.81,446000.772,8.7112,387474.604,8.6704,616924.4625,8.6381,540211.109
110,000001.SZ,20170620,8.7515,8.7899,8.7227,8.7515,8.7611,-0.009600000000000719,-0.1096,313615.6,286053.883,8.7112,360510.73,8.691,617891.7005,8.6362,536193.89
111,000001.SZ,20170621,8.7995,8.8091,8.7419,8.7803,8.7515,0.02880000000000038,0.3291,496932.19,454488.888,8.7246,384808.306,8.7136,608782.3075,8.636,535040.6993
112,000001.SZ,20170622,8.7803,9.0202,8.7707,8.8763,8.7803,0.09600000000000009,1.0934,1426958.15,1325210.564,8.7649,602640.358,8.7357,640128.2055,8.6368,551596.8637
113,000001.SZ,20170623,8.8571,8.8954,8.7899,8.8763,8.8763,0.0,0.0,584004.41,538303.574,8.8091,662243.032,8.7568,642709.5915,8.6378,549483.1393
114,000001.SZ,20170626,8.8858,9.0202,8.8858,8.9242,8.8763,0.047900000000000276,0.5396,710769.95,663762.85,8.8417,706456.06,8.7664,597170.902,8.6404,544912.4377
115,000001.SZ,20170627,8.9242,9.0106,8.8954,8.9818,8.9242,0.057599999999998985,0.6454,546016.13,509162.008,8.8878,752936.166,8.7789,579703.4205,8.6442,545989.8272
116,000001.SZ,20170628,8.9722,9.1066,8.953,9.049,8.9818,0.0671999999999997,0.7482,1168796.22,1102438.099,8.9415,887308.972,8.7899,586482.684,8.6493,555450.7528
117,000001.SZ,20170629,9.049,9.0682,8.9914,9.049,9.049,0.0,0.0,488804.57,459810.415,8.9761,699678.256,8.8014,582613.7745,8.6549,552142.7365
118,000001.SZ,20170630,9.0202,9.049,8.9338,9.0106,9.049,-0.038399999999999324,-0.4244,499633.49,468003.516,9.0029,682804.072,8.812,569057.596,8.6584,549917.941
119,000001.SZ,20170703,9.0202,9.049,8.9626,9.0202,9.0106,0.009600000000000719,0.1065,388349.37,364465.847,9.0221,618319.956,8.8297,556768.43,8.6615,548071.2623
120,000001.SZ,20170704,9.0202,9.0298,8.9242,8.9626,9.0202,-0.05760000000000076,-0.6386,488362.53,456577.021,9.0183,606789.236,8.8441,563419.48,8.6637,548970.78
121,000001.SZ,20170705,8.9146,9.001,8.8954,8.9914,8.9626,0.02880000000000038,0.3213,567720.0,529294.114,9.0068,486573.992,8.8556,559519.3175,8.6664,549852.034
122,000001.SZ,20170706,8.9818,9.0298,8.9338,9.0202,8.9914,0.02880000000000038,0.3203,738911.86,691387.184,9.001,536595.45,8.8686,577314.6865,8.6699,555478.166
123,000001.SZ,20170707,8.9914,9.097,8.9626,9.0874,9.0202,0.0671999999999997,0.745,760369.58,717084.352,9.0164,588742.668,8.8839,581059.7615,8.6751,557943.693
124,000001.SZ,20170710,9.0682,9.2697,9.0586,9.2025,9.0874,0.11509999999999998,1.2666,1360815.91,1303090.005,9.0528,783235.976,8.907,623871.649,8.6826,573035.016
125,000001.SZ,20170711,9.2217,10.0374,9.2217,9.8358,9.2025,0.6333000000000002,6.8818,3812086.6,3842010.171,9.2275,1447980.79,8.9612,792054.2305,8.7006,630612.4168
126,000001.SZ,20170712,9.855,10.1525,9.7879,9.9222,9.8358,0.08639999999999937,0.8784,2998844.01,3113681.338,9.4136,1934205.592,9.0216,923224.2155,8.7208,672418.142
127,000001.SZ,20170713,9.8838,10.4596,9.8263,10.4596,9.9222,0.5373999999999999,5.4161,2994534.32,3180144.566,9.7015,2385330.084,9.1109,1056061.037,8.7496,713462.1777
128,000001.SZ,20170714,10.3732,10.498,10.2293,10.4596,10.4596,0.0,0.0,1722570.26,1864449.201,9.9759,2577770.22,9.2011,1127889.998,8.7792,736582.066
129,000001.SZ,20170717,10.5076,10.8722,10.2869,10.3732,10.4596,-0.08639999999999937,-0.826,3273123.15,3608692.279,10.2101,2960231.668,9.2817,1267060.915,8.8096,777806.309
130,000001.SZ,20170718,10.3156,10.6899,10.1909,10.6035,10.3732,0.23029999999999973,2.2201,2349431.91,2558433.986,10.3636,2667700.73,9.3743,1368851.7305,8.8436,809669.6743
131,000001.SZ,20170719,10.5459,10.7379,10.4404,10.6419,10.6035,0.038399999999999324,0.3621,1933075.92,2131336.294,10.5076,2454547.112,9.4674,1440658.917,8.8775,836464.1368
132,000001.SZ,20170720,10.6323,10.7667,10.4692,10.5268,10.6419,-0.11509999999999998,-1.0816,1537338.58,1695060.974,10.521,2163107.964,9.5499,1446177.9385,8.9102,855503.192
133,000001.SZ,20170721,10.5463,10.6631,10.4099,10.6047,10.5268,0.07789999999999964,0.74,1501020.0,1625416.436,10.55,2118797.912,9.6363,1492028.718,8.943,874221.303
134,000001.SZ,20170724,10.5365,10.7703,10.4489,10.6631,10.6047,0.058400000000000674,0.5507,1692664.44,1846886.678,10.608,1802706.17,9.7233,1541123.4425,8.9769,896063.2593
135,000001.SZ,20170725,10.6923,10.9747,10.6631,10.7118,10.6631,0.04870000000000019,0.4567,1954768.35,2172114.597,10.6297,1723773.458,9.8098,1611561.0535,9.012,922186.1892
136,000001.SZ,20170726,10.6339,10.8871,10.3807,10.4586,10.7118,-0.25319999999999965,-2.3637,1697412.11,1846282.151,10.593,1676640.696,9.8802,1637991.848,9.0425,945702.285
137,000001.SZ,20170727,10.4392,10.4878,10.2541,10.3126,10.4586,-0.1460000000000008,-1.396,1194490.4,1273888.886,10.5502,1608071.06,9.9434,1673276.1395,9.0714,960426.69
138,000001.SZ,20170728,10.332,10.5268,10.3028,10.4586,10.3126,0.1460000000000008,1.4157,819195.35,877769.279,10.5209,1471706.13,10.0158,1689254.2325,9.1032,969408.0997
139,000001.SZ,20170731,10.5171,10.5365,10.1762,10.3905,10.4586,-0.06810000000000116,-0.6511,1575864.39,1671814.035,10.4664,1448346.12,10.0843,1748629.9835,9.1366,984063.8883
140,000001.SZ,20170801,10.3613,10.7897,10.3223,10.7508,10.3905,0.3603000000000005,3.4676,2035709.91,2222887.933,10.4742,1464534.432,10.1737,1825997.3525,9.1778,1007597.3727
141,000001.SZ,20170802,10.7605,11.0429,10.6729,10.8579,10.7508,0.10710000000000086,0.9962,2062069.07,2307726.682,10.5541,1537465.824,10.2671,1900714.806,9.2217,1034297.0257
142,000001.SZ,20170803,10.8482,10.9261,10.6826,10.7216,10.8579,-0.1363000000000003,-1.2553,984219.38,1090954.131,10.6359,1495411.62,10.3521,1912980.182,9.2622,1045297.441
143,000001.SZ,20170804,10.7118,10.9942,10.6437,10.8774,10.7216,0.15579999999999927,1.4531,1353951.56,1511389.828,10.7196,1602362.862,10.4416,1942659.281,9.3048,1058312.0057
144,000001.SZ,20170807,10.7703,10.8774,10.6144,10.7118,10.8774,-0.16559999999999953,-1.5224,860644.27,946975.699,10.7839,1459318.838,10.5171,1917650.699,9.3442,1064262.0177
145,000001.SZ,20170808,10.7118,10.8189,10.6242,10.7605,10.7118,0.04870000000000019,0.4546,689567.44,758872.028,10.7858,1190090.344,10.5633,1761524.741,9.3812,1060455.3385
146,000001.SZ,20170809,10.6729,10.7313,10.4002,10.4489,10.7605,-0.3116000000000003,-2.8958,1042321.81,1126512.107,10.704,986140.892,10.5897,1663698.631,9.4136,1068884.3985
147,000001.SZ,20170810,10.4197,10.5365,10.2639,10.3418,10.4489,-0.10710000000000086,-1.025,959879.96,1026676.005,10.6281,981273.008,10.5838,1561965.913,9.4446,1076134.5257
148,000001.SZ,20170811,10.2054,10.2639,9.7283,9.7575,10.3418,-0.5842999999999989,-5.6499,2440643.35,2501779.371,10.4041,1198611.366,10.5487,1597869.5675,9.467,1109856.2812
149,000001.SZ,20170814,9.8646,9.9815,9.777,9.9523,9.7575,0.19479999999999897,1.9964,1157664.64,1175479.138,10.2522,1258015.44,10.5276,1492096.642,9.4932,1125360.6732
150,000001.SZ,20170815,9.9717,10.2347,9.9425,10.0399,9.9523,0.08760000000000012,0.8802,1075162.35,1116749.994,10.1081,1335134.422,10.4995,1428383.164,9.5216,1138375.5317
151,000001.SZ,20170816,10.0204,10.0983,9.8841,10.0691,10.0399,0.029200000000001225,0.2908,756806.02,778517.621,10.0321,1278031.264,10.4708,1369569.669,9.5506,1139670.2978
152,000001.SZ,20170817,10.0789,10.147,10.0204,10.147,10.0691,0.07789999999999964,0.7737,553642.11,573093.949,9.9932,1196783.694,10.4518,1320384.8455,9.5791,1135563.6632
153,000001.SZ,20170818,10.0886,10.3223,10.0204,10.1665,10.147,0.019499999999998963,0.1922,616520.41,643188.717,10.075,831959.106,10.4299,1276159.866,9.6077,1136966.0585
154,000001.SZ,20170821,10.1568,10.2444,10.1178,10.186,10.1665,0.01950000000000074,0.1918,399154.87,417653.11,10.1217,680257.152,10.4061,1211484.3875,9.6319,1116592.9107
155,000001.SZ,20170822,10.2054,10.3807,10.0983,10.371,10.186,0.1850000000000005,1.8162,875681.81,922881.865,10.1879,640361.044,10.389,1157530.0605,9.6592,1116264.8448
156,000001.SZ,20170823,10.3515,10.6923,10.3126,10.6144,10.371,0.2433999999999994,2.3469,1319151.9,1430051.908,10.297,752830.22,10.3968,1138617.05,9.689,1121030.5273
157,000001.SZ,20170824,10.6047,10.8189,10.556,10.6437,10.6144,0.029300000000000992,0.276,924248.63,1014933.651,10.3963,826951.524,10.4134,1125104.9615,9.7194,1126998.2918
158,000001.SZ,20170825,10.6534,10.8774,10.6144,10.8189,10.6437,0.17519999999999847,1.646,963940.0,1068994.547,10.5268,896435.442,10.4314,1132342.194,9.753,1130218.0075
159,000001.SZ,20170828,10.8092,11.2377,10.8092,11.0527,10.8189,0.23380000000000045,2.161,1603938.32,1828380.086,10.7001,1137392.132,10.4645,1133745.8905,9.7928,1146381.4347
160,000001.SZ,20170829,11.004,11.4324,10.9845,11.3643,11.0527,0.3116000000000003,2.8192,1357983.73,1569230.034,10.8988,1233852.516,10.4952,1099859.5815,9.8377,1163092.138
161,000001.SZ,20170830,11.374,11.3935,11.0527,11.1306,11.3643,-0.23370000000000068,-2.0564,1096674.76,1264128.14,11.002,1189357.088,10.5088,1051589.866,9.8772,1170607.9965
162,000001.SZ,20170831,11.0916,11.1403,10.8579,10.9845,11.1306,-0.1460999999999988,-1.3126,1151786.46,1297730.595,11.0702,1234864.654,10.5219,1059968.22,9.9142,1183421.0295
163,000001.SZ,20170901,10.9845,11.0916,10.8579,10.9163,10.9845,-0.06820000000000093,-0.6209,959976.89,1080996.319,11.0897,1234072.032,10.5239,1040269.4865,9.9498,1187996.1763
164,000001.SZ,20170904,10.8871,11.413,10.8774,11.413,10.9163,0.4967000000000006,4.5501,1352325.57,1551875.033,11.1617,1183749.482,10.5589,1064853.5515,9.9943,1202125.2998
165,000001.SZ,20170905,11.374,11.6272,11.2961,11.3351,11.413,-0.07789999999999964,-0.6826,1287518.76,1513759.541,11.1559,1169656.488,10.5877,1094751.1175,10.0374,1216110.0297
166,000001.SZ,20170906,11.2864,11.5688,11.1792,11.3935,11.3351,0.0583999999999989,0.5152,791621.55,925519.043,11.2085,1108645.846,10.6349,1082216.1045,10.0821,1223046.317
167,000001.SZ,20170907,11.3448,11.4422,11.0916,11.1403,11.3935,-0.25319999999999965,-2.2223,614187.24,711036.421,11.2396,1001126.002,10.6748,1064931.4685,10.1232,1227652.8062
168,000001.SZ,20170908,11.1598,11.3351,11.0819,11.189,11.1403,0.04870000000000019,0.4372,481276.15,553644.52,11.2942,905385.854,10.7464,966963.1085,10.1654,1230907.558
169,000001.SZ,20170911,11.2377,11.3837,11.004,11.0819,11.189,-0.10710000000000086,-0.9572,699472.75,801825.014,11.228,774815.29,10.8029,944053.514,10.2041,1234403.6903
170,000001.SZ,20170912,11.0819,11.2377,10.9747,11.2377,11.0819,0.15580000000000105,1.4059,846183.42,962032.172,11.2085,686548.222,10.8628,932604.5675,10.2455,1243279.8207
171,000001.SZ,20170913,11.189,11.2377,11.0429,11.1306,11.2377,-0.10710000000000086,-0.953,668237.42,765028.184,11.1559,661871.396,10.9159,928176.1375,10.2847,1246134.9078
172,000001.SZ,20170914,11.1306,11.2864,10.9455,11.0234,11.1306,-0.10719999999999885,-0.9631,883087.77,1005775.578,11.1325,715651.502,10.9597,944648.4205,10.3205,1237070.4015
173,000001.SZ,20170915,10.9942,11.0234,10.8579,10.9942,11.0234,-0.029200000000001225,-0.2649,646094.81,726061.1,11.0936,748615.234,11.0011,946127.1405,10.3558,1238105.2415
174,000001.SZ,20170918,10.9553,11.0234,10.9066,10.9553,10.9942,-0.038899999999999935,-0.3538,607612.96,684223.023,11.0682,730243.276,11.0395,956550.045,10.3896,1236385.9583
175,000001.SZ,20170919,10.9553,11.0429,10.7897,10.8384,10.9553,-0.11689999999999934,-1.0671,764212.62,853815.999,10.9884,713849.116,11.0629,950976.5855,10.4206,1240022.5665
176,000001.SZ,20170920,10.8482,11.0721,10.7605,10.9942,10.8384,0.15579999999999927,1.4375,787154.69,884640.964,10.9611,737632.57,11.0819,924376.725,10.453,1233661.8743
177,000001.SZ,20170921,10.965,11.2085,10.9066,11.1598,10.9942,0.1656000000000013,1.5062,692407.93,788605.3,10.9884,699496.602,11.1077,912784.69,10.4882,1237055.2637
178,000001.SZ,20170922,11.1306,11.2182,11.0137,11.1403,11.1598,-0.01950000000000074,-0.1747,593927.62,677622.489,11.0176,689063.164,11.1238,894284.071,10.5236,1238626.8325
179,000001.SZ,20170925,11.1403,11.15,10.8871,10.9942,11.1403,-0.14610000000000056,-1.3115,532391.04,602270.302,11.0254,674018.78,11.1208,840706.707,10.5565,1241027.527
180,000001.SZ,20170926,10.965,11.004,10.6729,10.7605,10.9942,-0.2336999999999989,-2.1257,967460.9,1074228.193,11.0098,714668.436,11.0906,821180.5655,10.5865,1249012.4998
181,000001.SZ,20170927,10.7216,10.7897,10.6144,10.6437,10.7605,-0.11679999999999957,-1.0855,727188.2,798377.28,10.9397,702675.138,11.0663,802706.2375,10.6141,1251670.3032
182,000001.SZ,20170928,10.6923,10.6923,10.5365,10.595,10.6437,-0.04870000000000019,-0.4575,517220.02,563485.127,10.8267,667637.556,11.0468,770977.9155,10.6403,1247975.4392
183,000001.SZ,20170929,10.6339,10.8676,10.5755,10.8189,10.595,0.22389999999999866,2.1133,682280.1,753852.534,10.7625,685308.052,11.042,757093.076,10.6692,1246673.9478
184,000001.SZ,20171009,11.2669,11.3351,10.965,11.004,10.8189,0.18510000000000026,1.7109,1325227.31,1520609.511,10.7644,843875.306,11.0215,755738.163,10.6992,1246080.8045
185,000001.SZ,20171010,11.0332,11.1987,11.0332,11.1695,11.004,0.16549999999999976,1.504,747925.3,853665.849,10.8462,799968.186,11.0132,728758.49,10.7214,1195011.4495
186,000001.SZ,20171011,11.1792,11.2766,11.0429,11.2279,11.1695,0.058400000000000674,0.5229,658077.58,756203.405,10.9631,786146.062,11.0049,722081.2915,10.7432,1155998.6757
187,000001.SZ,20171012,11.2377,11.2766,11.1695,11.2474,11.2279,0.01950000000000074,0.1737,578065.31,667148.377,11.0935,798315.12,11.0103,720275.195,10.7563,1115724.1922
188,000001.SZ,20171013,11.2572,11.2572,10.9553,11.0624,11.2474,-0.1850000000000005,-1.6448,737375.96,839662.734,11.1422,809334.292,11.004,733080.1855,10.7663,1099304.2872
189,000001.SZ,20171016,11.0624,11.2961,10.9942,11.2864,11.0624,0.2240000000000002,2.0249,1036250.64,1190724.204,11.1987,751538.958,11.0142,749919.08,10.7816,1062023.0787
190,000001.SZ,20171017,11.3156,11.3448,11.1792,11.2085,11.2864,-0.07789999999999964,-0.6902,506372.34,585333.998,11.2065,703228.366,11.0127,732928.526,10.7917,1031305.4192
191,000001.SZ,20171018,11.2279,11.3935,11.2085,11.3837,11.2085,0.17519999999999847,1.5631,871365.36,1011050.927,11.2377,745885.922,11.0254,743084.923,10.804,1013610.2432
192,000001.SZ,20171019,11.3351,11.413,11.2669,11.3253,11.3837,-0.0583999999999989,-0.513,722764.82,841546.799,11.2533,774825.824,11.0405,735068.7755,10.8173,1000034.0138
193,000001.SZ,20171020,11.2864,11.2864,11.1111,11.1792,11.3253,-0.14610000000000056,-1.29,461808.08,529747.048,11.2766,719712.248,11.0497,725854.439,10.8269,982713.8152
194,000001.SZ,20171023,11.0916,11.1013,10.8579,10.8968,11.1792,-0.2823999999999991,-2.5261,1074465.02,1206888.281,11.1987,727355.124,11.0468,749197.042,10.8308,972410.4915
195,000001.SZ,20171024,10.9066,11.1208,10.8871,11.0916,10.8968,0.19479999999999897,1.7877,618871.94,700896.871,11.1753,749855.044,11.0595,741930.008,10.8371,950145.5513
196,000001.SZ,20171025,11.0624,11.0721,10.9553,10.9747,11.0916,-0.11689999999999934,-1.054,418573.6,472708.177,11.0935,659296.692,11.0585,723500.9535,10.8457,928831.5762
197,000001.SZ,20171026,10.9553,11.0234,10.8287,10.8871,10.9747,-0.08760000000000012,-0.7982,928996.07,1041707.022,11.0059,700542.942,11.0449,735330.3605,10.8553,924406.6707
198,000001.SZ,20171027,10.8968,11.2572,10.8871,11.2572,10.8871,0.370099999999999,3.3994,1360086.42,1548543.731,11.0215,880198.61,11.0507,773638.3005,10.8686,933421.5218
199,000001.SZ,20171030,11.2474,11.4227,11.15,11.2572,11.2572,0.0,0.0,1278246.94,1484495.472,11.0936,920954.994,11.0639,810931.0955,10.8831,928461.231
200,000001.SZ,20171031,11.2474,11.2766,11.0916,11.2377,11.2572,-0.019499999999998963,-0.1732,627491.38,721237.474,11.1228,922678.882,11.0877,793932.6195,10.8912,904990.9222
201,000001.SZ,20171101,11.2572,11.2864,11.0234,11.1013,11.2377,-0.13640000000000008,-1.2138,692617.9,792881.042,11.1481,977487.742,11.1106,792204.1045,10.8952,882166.736
202,000001.SZ,20171102,11.0624,11.2766,10.965,11.2377,11.1013,0.13640000000000008,1.2287,604308.48,689229.873,11.2182,912550.224,11.1427,796558.5275,10.9038,875834.8877
203,000001.SZ,20171103,11.189,11.374,11.0527,11.0916,11.2377,-0.14610000000000056,-1.3001,743343.22,852032.107,11.1851,789201.584,11.1564,799611.6835,10.9074,865658.082
204,000001.SZ,20171106,11.1208,11.1208,10.7995,10.9845,11.0916,-0.10709999999999908,-0.9656,1029902.81,1157303.985,11.1306,739532.758,11.1554,784845.4585,10.9119,868479.0577
205,000001.SZ,20171107,10.9747,11.7733,10.9553,11.6077,10.9845,0.6231999999999989,5.6734,2477163.26,2914269.16,11.2046,1109467.134,11.1773,871307.3565,10.9261,898272.3213
206,000001.SZ,20171108,11.6856,12.2602,11.6175,11.8122,11.6077,0.20450000000000124,1.7618,4262825.73,5199224.276,11.3467,1823508.7,11.2065,1051544.764,10.9488,951947.3867
207,000001.SZ,20171109,11.8804,12.2407,11.8317,12.007,11.8122,0.19479999999999897,1.6491,2295289.34,2839861.735,11.5006,2161704.872,11.2445,1137405.9655,10.9765,974204.2097
208,000001.SZ,20171110,12.0459,12.2212,11.8317,11.9778,12.007,-0.02919999999999945,-0.2432,1757552.27,2167126.597,11.6778,2364546.682,11.2903,1188414.781,11.0135,962819.3583
209,000001.SZ,20171113,12.0265,12.7568,12.0265,12.562,11.9778,0.5841999999999992,4.8774,2566906.23,3307955.288,11.9933,2671947.366,11.354,1264947.5605,11.057,986306.7182
210,000001.SZ,20171114,12.6107,12.9126,12.4744,12.6107,12.562,0.04870000000000019,0.3877,1780302.47,2318092.534,12.1939,2532575.208,11.4242,1328644.067,11.0999,998059.0535
211,000001.SZ,20171115,12.562,12.786,12.4355,12.562,12.6107,-0.04870000000000019,-0.3862,1263052.27,1627912.725,12.3439,1932620.516,11.4831,1348228.4125,11.1414,1006496.491
212,000001.SZ,20171116,12.562,12.7763,12.3381,12.7568,12.562,0.19480000000000075,1.5507,1200814.8,1550701.791,12.4939,1713725.608,11.5546,1372130.9115,11.1849,1017282.7025
213,000001.SZ,20171117,12.825,13.1074,12.6886,12.8347,12.7568,0.07789999999999964,0.6107,2064149.72,2731215.933,12.6652,1775045.098,11.6374,1452247.9935,11.2294,1041409.8577
214,000001.SZ,20171120,12.786,13.8767,12.7081,13.8767,12.8347,1.0419999999999998,8.1186,2843925.82,3860145.472,12.9282,1830449.016,11.7864,1540721.0335,11.2909,1082156.0402
215,000001.SZ,20171121,13.7014,14.4025,13.643,14.0714,13.8767,0.19470000000000098,1.4031,2495327.81,3609849.024,13.2203,1973454.084,11.9354,1634543.827,11.3526,1109150.1402
216,000001.SZ,20171122,14.1007,14.8407,14.1007,14.7044,14.0714,0.6329999999999991,4.4985,2570231.46,3839501.153,13.6488,2234889.922,12.1219,1742126.72,11.4208,1130001.4662
217,000001.SZ,20171123,14.7531,14.8407,13.7014,13.9741,14.7044,-0.7302999999999997,-4.9665,2429142.14,3562843.399,13.8923,2480555.39,12.2762,1817134.0235,11.4763,1155083.0247
218,000001.SZ,20171124,13.9156,14.2078,13.419,14.1786,13.9741,0.20449999999999946,1.4634,2630189.67,3732597.275,14.161,2593763.38,12.4223,1880639.186,11.5323,1182853.8525
219,000001.SZ,20171127,13.9254,13.9254,13.3898,13.5651,14.1786,-0.6135000000000002,-4.3269,2064085.33,2878491.901,14.0987,2437795.282,12.5377,1919931.1055,11.5741,1190522.9693
220,000001.SZ,20171128,13.4872,13.4872,13.0489,13.3411,13.5651,-0.22399999999999842,-1.6513,1766432.5,2396540.133,13.9527,2292016.22,12.6429,1976878.1615,11.6071,1197330.4488
221,000001.SZ,20171129,13.3703,13.5651,13.1171,13.4579,13.3411,0.11679999999999957,0.8755,1564094.93,2148312.654,13.7034,2090788.914,12.7607,2020452.013,11.6459,1205120.785
222,000001.SZ,20171130,13.3411,13.3703,12.9126,13.0295,13.4579,-0.4283999999999999,-3.1833,1379635.71,1866700.884,13.5144,1880887.628,12.8503,2059218.3745,11.6799,1208918.2725
223,000001.SZ,20171201,13.0489,13.1269,12.6205,12.6594,13.0295,-0.37010000000000076,-2.8405,1784933.15,2354299.656,13.2106,1711836.324,12.9287,2111297.871,11.709,1222667.5435
