,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60,key
0,601777.SH,20180102,7.27,7.35,7.25,7.33,7.26,0.07000000000000028,0.9642,46674.29,34085.532,,,,,,,0
1,601777.SH,20180103,7.32,7.36,7.26,7.34,7.33,0.009999999999999787,0.1364,60495.83,44348.951,,,,,,,1
2,601777.SH,20180104,7.3,7.34,7.26,7.29,7.34,-0.04999999999999982,-0.6812,43430.89,31704.525,,,,,,,2
3,601777.SH,20180105,7.32,7.35,7.28,7.31,7.29,0.019999999999999574,0.2743,48912.03,35766.933,,,,,,,3
4,601777.SH,20180108,7.37,7.55,7.37,7.46,7.31,0.15000000000000036,2.052,114314.39,85315.802,7.346,62765.486,,,,,4
5,601777.SH,20180109,7.4,7.46,7.31,7.38,7.46,-0.08000000000000007,-1.0724,65771.35,48602.697,7.356,66584.898,,,,,5
6,601777.SH,20180110,7.4,7.4,7.2,7.29,7.38,-0.08999999999999986,-1.2195,67118.03,48841.926,7.346,67909.338,,,,,6
7,601777.SH,20180111,7.29,7.37,7.28,7.33,7.29,0.040000000000000036,0.5487,43443.16,31815.402,7.354,67911.792,,,,,7
8,601777.SH,20180112,7.36,7.48,7.3,7.43,7.33,0.09999999999999964,1.3643,82449.06,60902.565,7.378,74619.198,,,,,8
9,601777.SH,20180115,7.4,7.43,7.11,7.13,7.43,-0.2999999999999998,-4.0377,84305.47,61113.312,7.312,68617.414,,,,,9
10,601777.SH,20180116,7.13,7.23,7.12,7.17,7.13,0.040000000000000036,0.561,41864.65,30025.878,7.27,63836.074,,,,,10
11,601777.SH,20180117,7.18,7.21,7.08,7.2,7.17,0.03000000000000025,0.4184,56990.81,40831.643,7.252,61810.63,,,,,11
12,601777.SH,20180118,7.19,7.24,7.15,7.2,7.2,0.0,0.0,52901.75,38013.824,7.226,63702.348,,,,,12
13,601777.SH,20180119,7.19,7.23,7.14,7.17,7.2,-0.03000000000000025,-0.4167,39975.1,28717.841,7.174,55207.556,,,,,13
14,601777.SH,20180122,7.16,7.22,7.09,7.21,7.17,0.040000000000000036,0.5579,66921.67,47879.042,7.19,51730.796,,,,,14
15,601777.SH,20180123,7.2,7.2,7.11,7.14,7.21,-0.07000000000000028,-0.9709,52528.28,37560.337,7.184,53863.522,,,,,15
16,601777.SH,20180124,7.14,7.17,7.09,7.16,7.14,0.020000000000000462,0.2801,59462.89,42383.83,7.176,54357.938,,,,,16
17,601777.SH,20180125,7.15,7.2,7.13,7.15,7.16,-0.009999999999999787,-0.1397,58674.99,42065.773,7.166,55512.586,,,,,17
18,601777.SH,20180126,7.15,7.17,7.11,7.12,7.15,-0.03000000000000025,-0.4196,37576.88,26829.638,7.156,55032.942,,,,,18
19,601777.SH,20180129,7.1,7.11,6.98,6.99,7.12,-0.1299999999999999,-1.8258,112670.02,79227.196,7.112,64182.612,7.24,61824.077,,,19
20,601777.SH,20180130,6.99,7.03,6.95,7.02,6.99,0.02999999999999936,0.4292,50782.64,35506.091,7.088,63833.484,7.2245,62029.4945,,,20
21,601777.SH,20180131,6.98,6.99,6.63,6.73,7.02,-0.28999999999999915,-4.1311,103038.33,70107.188,7.002,72548.572,7.194,64156.6195,,,21
22,601777.SH,20180201,6.65,6.79,6.39,6.48,6.73,-0.25,-3.7147,105970.7,69354.827,6.868,82007.714,7.1535,67283.61,,,22
23,601777.SH,20180202,6.4,6.46,6.3,6.37,6.48,-0.11000000000000032,-1.6975,60787.19,38795.815,6.718,86649.776,7.1065,67877.368,,,23
24,601777.SH,20180205,6.3,6.4,6.17,6.35,6.37,-0.020000000000000462,-0.314,42089.99,26517.186,6.59,72533.77,7.051,64266.148,,,24
25,601777.SH,20180206,6.25,6.29,5.8,5.86,6.35,-0.4899999999999993,-7.7165,104523.5,63367.579,6.358,83281.942,6.975,66203.7555,,,25
26,601777.SH,20180207,5.96,6.02,5.81,6.01,5.86,0.14999999999999947,2.5597,67391.12,40074.554,6.214,76152.5,6.911,66217.41,,,26
27,601777.SH,20180208,5.95,6.08,5.95,6.07,6.01,0.0600000000000005,0.9983,37971.38,22944.575,6.132,62552.636,6.848,65943.821,,,27
28,601777.SH,20180209,5.98,5.98,5.81,5.94,6.07,-0.1299999999999999,-2.1417,61093.8,36035.757,6.046,62613.958,6.7735,64876.058,,,28
29,601777.SH,20180212,5.97,6.08,5.97,6.04,5.94,0.09999999999999964,1.6835,42018.12,25402.909,5.984,62599.584,6.719,62761.6905,,,29
30,601777.SH,20180213,6.06,6.14,6.03,6.06,6.04,0.019999999999999574,0.3311,40399.21,24545.186,6.024,49774.726,6.6635,62688.4185,,,30
31,601777.SH,20180214,6.11,6.13,6.04,6.08,6.06,0.020000000000000462,0.33,27952.04,16964.088,6.038,41886.91,6.6075,61236.48,,,31
32,601777.SH,20180222,6.1,6.16,6.09,6.14,6.08,0.05999999999999961,0.9868,38376.39,23527.392,6.052,41967.912,6.5545,60510.212,,,32
33,601777.SH,20180223,6.13,6.16,6.1,6.15,6.14,0.010000000000000675,0.1629,31985.07,19608.335,6.094,36146.166,6.5035,60110.7105,,,33
34,601777.SH,20180226,6.17,6.28,6.16,6.28,6.15,0.1299999999999999,2.1138,50953.13,31695.363,6.142,37933.168,6.457,59312.2835,,,34
35,601777.SH,20180227,6.26,6.27,6.22,6.25,6.28,-0.03000000000000025,-0.4777,36247.78,22620.596,6.18,37102.882,6.4125,58498.2585,,,35
36,601777.SH,20180228,6.2,6.27,6.15,6.22,6.25,-0.03000000000000025,-0.48,40847.12,25398.016,6.208,39681.898,6.3655,57567.47,,,36
37,601777.SH,20180301,6.2,6.28,6.17,6.27,6.22,0.04999999999999982,0.8039,38985.83,24351.471,6.234,39803.786,6.3215,56583.012,,,37
