,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60,key
0,300126.SZ,20180102,6.8558,6.8857,6.7959,6.8757,6.8558,0.019899999999999807,0.2903,17891.21,12267.796,,,,,,,0
1,300126.SZ,20180103,6.8558,6.9456,6.8258,6.9256,6.8757,0.049900000000000055,0.7257,26898.0,18559.942,,,,,,,1
2,300126.SZ,20180104,6.9057,6.9256,6.8658,6.9057,6.9256,-0.019899999999999807,-0.2873,15832.0,10932.804,,,,,,,2
3,300126.SZ,20180105,6.9157,6.9855,6.8857,6.9256,6.9057,0.019899999999999807,0.2882,17142.0,11893.778,,,,,,,3
4,300126.SZ,20180108,6.9256,7.0055,6.8957,6.9855,6.9256,0.05989999999999984,0.8649,23444.0,16327.282,6.9236,20241.442,,,,,4
5,300126.SZ,20180109,6.9855,6.9855,6.9057,6.9556,6.9855,-0.029900000000000482,-0.428,13555.0,9423.271,6.9396,19374.2,,,,,5
6,300126.SZ,20180110,6.9157,6.9456,6.766,6.8458,6.9556,-0.1097999999999999,-1.5786,21390.02,14675.078,6.9236,18272.604,,,,,6
7,300126.SZ,20180111,6.8358,7.1352,6.7859,7.0753,6.8458,0.2295000000000007,3.3524,36430.5,25392.742,6.9576,22392.304,,,,,7
8,300126.SZ,20180112,7.1352,7.1552,6.9456,6.9955,7.0753,-0.07980000000000054,-1.1279,27888.0,19603.11,6.9715,24541.504,,,,,8
9,300126.SZ,20180115,6.9755,6.9855,6.6861,6.6861,6.9955,-0.3094000000000001,-4.4228,20075.0,13686.099,6.9117,23867.704,,,,,9
10,300126.SZ,20180116,6.6961,6.736,6.6263,6.6762,6.6861,-0.00990000000000002,-0.1481,17315.5,11597.197,6.8558,24619.804,,,,,10
11,300126.SZ,20180117,6.6762,6.766,6.6362,6.7161,6.6762,0.03990000000000027,0.5976,22621.51,15181.992,6.8298,24866.102,,,,,11
12,300126.SZ,20180118,6.7261,6.746,6.6462,6.7061,6.7161,-0.009999999999999787,-0.1489,10911.56,7320.674,6.756,19762.314,,,,,12
