,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60,key
0,002361.SZ,20180102,5.4483,5.5159,5.4387,5.487,5.4387,0.04830000000000023,0.8881,36623.0,20797.978,,,,,,,0
1,002361.SZ,20180103,5.5159,5.5642,5.4676,5.5642,5.487,0.07719999999999949,1.407,42150.0,24111.985,,,,,,,1
2,002361.SZ,20180104,5.5642,5.6802,5.5063,5.5353,5.5642,-0.02889999999999926,-0.5194,47896.34,27721.557,,,,,,,2
3,002361.SZ,20180105,5.5256,5.5642,5.487,5.5546,5.5353,0.01929999999999943,0.3487,37186.0,21267.285,,,,,,,3
4,002361.SZ,20180108,5.5449,5.5739,5.458,5.4966,5.5546,-0.05799999999999983,-1.0442,44950.2,25582.785,5.5275,41761.108,,,,,4
5,002361.SZ,20180109,5.4773,5.5063,5.4387,5.4676,5.4966,-0.028999999999999915,-0.5276,32845.95,18600.653,5.5237,41005.698,,,,,5
6,002361.SZ,20180110,5.458,5.4676,5.3807,5.4097,5.4676,-0.05790000000000006,-1.059,39850.64,22323.732,5.4928,40545.826,,,,,6
7,002361.SZ,20180111,5.4193,5.458,5.3807,5.4483,5.4097,0.038599999999999746,0.7135,30530.0,17149.514,5.4754,37072.558,,,,,7
8,002361.SZ,20180112,5.4483,5.4483,5.4,5.429,5.4483,-0.01929999999999943,-0.3542,24512.2,13765.336,5.4502,34537.798,,,,,8
9,002361.SZ,20180115,5.4097,5.429,5.2261,5.2261,5.429,-0.20290000000000052,-3.7373,50701.2,27921.84,5.3961,35687.998,,,,,9
10,002361.SZ,20180116,5.2165,5.2551,5.1682,5.1875,5.2261,-0.038599999999999746,-0.7386,36623.0,19740.713,5.3401,36443.408,,,,,10
11,002361.SZ,20180117,5.1875,5.2068,5.0329,5.1392,5.1875,-0.04830000000000023,-0.9311,46807.91,24766.397,5.286,37834.862,,,,,11
12,002361.SZ,20180118,5.1392,5.1778,5.0812,5.1585,5.1392,0.019300000000000317,0.3755,18363.0,9788.875,5.2281,35401.462,,,,,12
13,002361.SZ,20180119,5.1875,5.4097,5.1778,5.2261,5.1585,0.06759999999999966,1.3105,50327.0,27575.553,5.1875,40564.422,,,,,13
14,002361.SZ,20180122,5.1972,5.3227,5.1778,5.2648,5.2261,0.0387000000000004,0.7405,32751.0,17841.35,5.1952,36974.382,,,,,14
15,002361.SZ,20180123,5.3324,5.3324,5.2261,5.2455,5.2648,-0.019300000000000317,-0.3666,26087.87,14209.352,5.2068,34867.356,,,,,15
16,002361.SZ,20180124,5.2551,5.2551,5.1682,5.2261,5.2455,-0.019400000000000084,-0.3698,31897.0,17197.456,5.2242,31885.174,,,,,16
17,002361.SZ,20180125,5.2358,5.3034,5.1875,5.2455,5.2261,0.019400000000000084,0.3712,38410.0,20926.962,5.2416,35894.574,,,,,17
18,002361.SZ,20180126,5.2165,5.2648,5.2068,5.2455,5.2455,0.0,0.0,24261.0,13157.79,5.2455,30681.374,,,,,18
19,002361.SZ,20180129,5.2551,5.2551,5.1295,5.1489,5.2455,-0.09659999999999958,-1.8416,30121.0,16175.598,5.2223,30155.374,5.3353,36144.7155,,,19
20,002361.SZ,20180130,5.1489,5.1682,5.1199,5.1295,5.1489,-0.019400000000000084,-0.3768,17445.0,9269.863,5.1991,28426.8,5.3174,35185.8155,,,20
21,002361.SZ,20180131,5.1295,5.1392,4.946,4.946,5.1295,-0.18350000000000044,-3.5773,40417.78,21039.031,5.1431,30130.956,5.2865,35099.2045,,,21
22,002361.SZ,20180201,4.946,4.9557,4.463,4.5306,4.946,-0.4154,-8.3987,75207.46,36515.823,5.0001,37490.448,5.2363,36464.7605,,,22
23,002361.SZ,20180202,4.5982,4.5982,4.3374,4.4823,4.5306,-0.04829999999999934,-1.0661,40596.52,18734.556,4.8475,40757.552,5.1827,36635.2865,,,23
24,002361.SZ,20180205,4.434,4.463,4.3664,4.4243,4.4823,-0.05800000000000072,-1.294,23741.02,10853.789,4.7025,39481.556,5.1291,35574.8275,,,24
25,002361.SZ,20180206,4.376,4.376,4.0379,4.0379,4.4243,-0.3864000000000001,-8.7336,50807.0,22241.745,4.4842,46153.956,5.0576,36472.88,,,25
26,002361.SZ,20180207,4.1345,4.1732,3.9896,4.0766,4.0379,0.0387000000000004,0.9584,42080.97,17803.553,4.3103,46486.594,4.9909,36584.3965,,,26
27,002361.SZ,20180208,4.0379,4.2022,4.0379,4.1732,4.0766,0.09659999999999958,2.3696,30747.2,13215.343,4.2389,37594.542,4.9272,36595.2565,,,27
28,002361.SZ,20180209,4.0862,4.1442,4.0283,4.0959,4.1732,-0.07729999999999926,-1.8523,42469.22,17919.577,4.1616,37969.082,4.8605,37493.1075,,,28
