,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60,key
0,002326.SZ,20180102,10.2319,10.4027,10.2139,10.3757,10.2678,0.10790000000000077,1.0509,58049.39,66690.248,,,,,,,0
1,002326.SZ,20180103,10.3488,10.5735,10.2858,10.4477,10.3757,0.07199999999999918,0.6939,51282.8,59732.064,,,,,,,1
2,002326.SZ,20180104,10.4387,10.5016,10.3398,10.3577,10.4477,-0.08999999999999986,-0.8614,27555.64,31840.831,,,,,,,2
3,002326.SZ,20180105,10.3488,10.4566,10.3218,10.3847,10.3577,0.027000000000001023,0.2607,28560.83,32993.119,,,,,,,3
4,002326.SZ,20180108,10.4836,10.7534,10.4656,10.4836,10.3847,0.09889999999999866,0.9524,45249.05,53227.987,10.4099,42139.542,,,,,4
5,002326.SZ,20180109,10.4387,10.5016,10.3398,10.3488,10.4836,-0.13479999999999848,-1.2858,34346.8,39711.543,10.4045,37399.024,,,,,5
6,002326.SZ,20180110,10.3398,10.4027,10.07,10.1959,10.3488,-0.1529000000000007,-1.4775,38760.73,43990.745,10.3541,34894.61,,,,,6
7,002326.SZ,20180111,10.2229,10.2768,10.079,10.2049,10.1959,0.009000000000000341,0.0883,27585.03,31211.159,10.3236,34900.488,,,,,7
8,002326.SZ,20180112,10.1599,10.2229,10.106,10.124,10.2049,-0.08089999999999975,-0.7928,22242.64,25125.752,10.2714,33636.85,,,,,8
9,002326.SZ,20180115,10.1869,10.1869,10.052,10.07,10.124,-0.05400000000000027,-0.5334,36240.8,40637.456,10.1887,31835.2,,,,,9
10,002326.SZ,20180116,10.07,10.1689,10.0341,10.097,10.07,0.026999999999999247,0.2681,29107.09,32653.656,10.1384,30787.258,,,,,10
11,002326.SZ,20180117,10.097,10.133,9.9352,10.0161,10.097,-0.08089999999999975,-0.8012,27402.07,30471.058,10.1024,28515.526,,,,,11
12,002326.SZ,20180118,10.0341,10.088,9.9352,10.0341,10.0161,0.018000000000000682,0.1797,23676.9,26364.585,10.0682,27733.9,,,,,12
13,002326.SZ,20180119,10.0341,10.133,9.9981,10.0341,10.0341,0.0,0.0,25140.57,28147.778,10.0503,28313.486,,,,,13
14,002326.SZ,20180122,10.0161,10.115,9.8183,10.07,10.0341,0.03589999999999982,0.3578,23959.28,26722.528,10.0503,25857.182,,,,,14
15,002326.SZ,20180123,10.088,10.4746,10.088,10.2499,10.07,0.17989999999999995,1.7865,57158.58,65469.013,10.0808,31467.48,,,,,15
16,002326.SZ,20180124,10.1689,10.3128,10.097,10.2499,10.2499,0.0,0.0,38245.41,43407.15,10.1276,33636.148,,,,,16
17,002326.SZ,20180125,10.2139,10.3757,10.1599,10.2858,10.2499,0.03589999999999982,0.3502,43813.34,50240.93,10.1779,37663.436,,,,,17
18,002326.SZ,20180126,10.2858,10.3757,10.1869,10.3128,10.2858,0.026999999999999247,0.2625,37047.67,42317.188,10.2337,40044.856,,,,,18
