,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma20,ma_v_20,ma60,ma_v_60,key
0,600537.SH,20180102,4.761,4.8305,4.761,4.8305,4.761,0.06949999999999967,1.4598,62853.82,30475.147,,,,,,,0
1,600537.SH,20180103,4.8404,4.8999,4.8106,4.89,4.8305,0.059499999999999886,1.2318,92272.22,45220.038,,,,,,,1
2,600537.SH,20180104,4.89,5.1082,4.8602,4.9991,4.89,0.10910000000000064,2.2311,221330.57,111534.868,,,,,,,2
3,600537.SH,20180105,4.9892,4.9892,4.89,4.9297,4.9991,-0.0693999999999999,-1.3882,131943.97,65543.444,,,,,,,3
4,600537.SH,20180108,4.9297,4.9594,4.8801,4.9594,4.9297,0.02969999999999917,0.6025,100112.05,49642.606,4.9217,121702.526,,,,,4
5,600537.SH,20180109,4.9495,4.9892,4.8999,4.9197,4.9594,-0.039699999999999847,-0.8005,90104.33,44917.704,4.9396,127152.628,,,,,5
6,600537.SH,20180110,4.9197,4.9297,4.8106,4.8305,4.9197,-0.08919999999999995,-1.8131,99419.44,48705.374,4.9277,128582.072,,,,,6
7,600537.SH,20180111,4.8404,4.9197,4.8106,4.89,4.8305,0.059499999999999886,1.2318,73028.4,35813.029,4.9059,98921.638,,,,,7
8,600537.SH,20180112,4.89,4.8999,4.7908,4.8106,4.89,-0.07939999999999969,-1.6237,84073.8,41007.447,4.882,89347.604,,,,,8
9,600537.SH,20180115,4.8007,4.8007,4.642,4.6519,4.8106,-0.15869999999999962,-3.299,133403.0,63330.045,4.8205,96005.794,,,,,9
10,600537.SH,20180116,4.6519,4.7015,4.6023,4.6618,4.6519,0.00990000000000002,0.2128,53031.19,24910.827,4.769,88591.166,,,,,10
11,600537.SH,20180117,4.6718,4.7015,4.6123,4.6817,4.6618,0.019899999999999807,0.4269,57030.0,26809.848,4.7392,80113.278,,,,,11
12,600537.SH,20180118,4.6916,4.7015,4.6519,4.6618,4.6817,-0.019899999999999807,-0.4251,48362.42,22760.641,4.6936,75180.082,,,,,12
13,600537.SH,20180119,4.6618,4.7114,4.642,4.6618,4.6618,0.0,0.0,73205.16,34513.199,4.6638,73006.354,,,,,13
14,600537.SH,20180122,4.6519,4.7015,4.642,4.6916,4.6618,0.029799999999999827,0.6392,48246.73,22758.708,4.6717,55975.1,,,,,14
15,600537.SH,20180123,4.6817,4.7015,4.6321,4.6618,4.6916,-0.029799999999999827,-0.6352,65703.0,30953.427,4.6717,58509.462,,,,,15
16,600537.SH,20180124,4.6519,4.7114,4.5726,4.7015,4.6618,0.039699999999999847,0.8516,93297.59,43639.118,4.6757,65762.98,,,,,16
17,600537.SH,20180125,4.7015,4.7412,4.7015,4.7114,4.7015,0.00990000000000002,0.2106,66724.0,31762.586,4.6856,69435.296,,,,,17
18,600537.SH,20180126,4.7412,4.761,4.7114,4.7313,4.7114,0.019899999999999807,0.4224,70050.8,33427.343,4.6995,68804.424,,,,,18
19,600537.SH,20180129,4.7214,4.7214,4.6222,4.642,4.7313,-0.08929999999999971,-1.8874,56717.2,26611.871,4.6896,70498.518,4.7759,86045.4845,,,19
20,600537.SH,20180130,4.642,4.6618,4.5726,4.6023,4.642,-0.039700000000000735,-0.8552,52500.8,24379.749,4.6777,67858.078,4.7645,85527.8335,,,20
21,600537.SH,20180131,4.5825,4.5825,4.3147,4.3345,4.6023,-0.26779999999999937,-5.8188,162372.54,72409.465,4.6043,81673.068,4.7367,89032.8495,,,21
22,600537.SH,20180201,4.3345,4.3643,3.9774,3.9874,4.3345,-0.3471000000000002,-8.0078,189853.62,78692.467,4.4595,106298.992,4.6861,87459.002,,,22
23,600537.SH,20180202,3.9477,4.0766,3.7692,4.0072,3.9874,0.01980000000000004,0.4966,126252.11,50474.115,4.3147,117539.254,4.64,87174.409,,,23
24,600537.SH,20180205,3.9576,4.0171,3.8485,3.8584,4.0072,-0.14880000000000004,-3.7133,80464.42,31834.556,4.158,122288.698,4.585,86192.0275,,,24
25,600537.SH,20180206,3.7592,3.8683,3.5807,3.6204,3.8584,-0.238,-6.1684,138247.57,52047.159,3.9616,139438.052,4.52,88599.1895,,,25
26,600537.SH,20180207,3.7096,3.8981,3.6105,3.66,3.6204,0.03960000000000008,1.0938,80548.32,30084.284,3.8267,123073.208,4.4615,87655.6335,,,26
27,600537.SH,20180208,3.7196,3.7989,3.6898,3.7096,3.66,0.049599999999999866,1.3552,82438.02,31114.103,3.7711,101590.088,4.4025,88126.1145,,,27
28,600537.SH,20180209,3.8485,4.0766,3.7692,4.0766,3.7096,0.367,9.8932,172652.81,70370.193,3.785,110870.228,4.3658,92555.065,,,28
29,600537.SH,20180212,4.2353,4.4833,4.1758,4.4833,4.0766,0.40669999999999984,9.9765,254665.47,112228.415,3.91,145710.438,4.3573,98618.1885,,,29
30,600537.SH,20180213,4.8007,4.8404,4.3048,4.3444,4.4833,-0.13889999999999958,-3.0982,430373.38,198376.181,4.0548,204135.6,4.3415,117485.298,,,30
31,600537.SH,20180214,4.2651,4.5031,4.2056,4.2949,4.3444,-0.0495000000000001,-1.1394,220700.16,96865.734,4.1818,232165.968,4.3221,125668.806,,,31
32,600537.SH,20180222,4.3345,4.4139,4.0766,4.2651,4.2949,-0.029799999999999827,-0.6938,142568.75,61545.182,4.2929,244192.114,4.3023,130379.1225,,,32
33,600537.SH,20180223,4.1857,4.2949,4.1857,4.275,4.2651,0.00990000000000002,0.2321,87116.57,37354.726,4.3325,227084.866,4.2829,131074.693,,,33
34,600537.SH,20180226,4.2353,4.6817,4.2353,4.4833,4.275,0.20829999999999949,4.8725,205049.45,92201.08,4.3325,217161.662,4.2725,138914.829,,,34
35,600537.SH,20180227,4.4734,4.5031,4.3841,4.4238,4.4833,-0.059499999999999886,-1.3271,113976.75,50886.033,4.3484,153882.336,4.2606,141328.5165,,,35
36,600537.SH,20180228,4.3444,4.4536,4.3048,4.4139,4.4238,-0.00990000000000002,-0.2238,89837.68,39786.885,4.3722,127709.84,4.2462,141155.521,,,36
37,600537.SH,20180301,4.404,4.4536,4.3544,4.4337,4.4139,0.01980000000000004,0.4486,94024.71,41855.197,4.4059,118001.032,4.2324,142520.5565,,,37
38,600537.SH,20180302,4.3841,4.4139,4.2849,4.2949,4.4337,-0.1387999999999998,-3.1306,91510.0,40050.461,4.4099,118879.718,4.2105,143593.5165,,,38
39,600537.SH,20180305,4.2651,4.3246,4.2651,4.2949,4.2949,0.0,0.0,49939.02,21648.618,4.3722,87857.632,4.1932,143254.6075,,,39
40,600537.SH,20180306,4.2651,4.3742,4.2254,4.3643,4.2949,0.0693999999999999,1.6159,79596.64,34466.636,4.3603,80981.61,4.1813,144609.3995,,,40
41,600537.SH,20180307,4.3544,4.3643,4.2651,4.2949,4.3643,-0.0693999999999999,-1.5902,51331.53,22317.094,4.3365,73280.38,4.1793,139057.349,,,41
42,600537.SH,20180308,4.2949,4.3147,4.2552,4.2552,4.2949,-0.039699999999999847,-0.9244,54652.22,23553.833,4.3008,65405.882,4.1927,132297.279,,,42
43,600537.SH,20180309,4.2949,4.4833,4.2651,4.4734,4.2552,0.2181999999999995,5.1278,200470.17,89629.861,4.3365,87197.916,4.216,136008.182,,,43
44,600537.SH,20180312,4.4238,4.4833,4.394,4.4833,4.4734,0.00990000000000002,0.2213,136190.19,61014.116,4.3742,104448.15,4.2472,138794.4705,,,44
45,600537.SH,20180313,4.4436,4.6916,4.394,4.523,4.4833,0.039699999999999847,0.8855,186157.79,84939.577,4.406,125760.38,4.2924,141189.9815,,,45
